user_id,age,income_level,employment_type,credit_score_proxy,previous_loan_history,mobile_access,internet_availability,financial_literacy_score,loan_eligibility_flag
1776,37,Medium,Salaried,12,1,1,1,9,0
1777,23,Low,Daily wage,3,1,0,0,4,0
1778,36,Low,Salaried,22,0,0,1,6,0
1779,22,Low,Salaried,69,0,1,0,9,0
1780,20,Medium,Salaried,33,1,1,1,2,0
1781,18,Low,Daily wage,40,0,0,1,2,0
1782,55,Medium,Farmer,17,1,1,0,6,0
1783,32,Low,Farmer,99,0,0,1,5,0
1784,51,High,Self-employed,89,1,0,1,5,0
1785,52,Low,Farmer,96,1,1,1,3,0
1786,42,Medium,Farmer,32,0,0,1,3,0
1787,41,Low,Daily wage,24,0,0,0,1,0
1788,29,Low,Daily wage,51,0,1,1,5,0
1789,35,Medium,Farmer,16,1,0,0,9,0
1790,32,High,Farmer,50,1,0,0,2,0
1791,61,Low,Farmer,2,0,0,0,5,0
1792,33,Low,Self-employed,54,1,1,1,2,0
1793,44,Low,Daily wage,85,1,1,1,2,0
1794,25,Low,Farmer,55,1,0,0,0,0
1795,63,Low,Salaried,34,0,1,0,4,0
1796,42,Medium,Farmer,67,1,1,0,1,0
1797,34,High,Salaried,58,0,1,1,9,1
1798,46,Low,Self-employed,91,0,1,0,1,0
1799,25,Low,Salaried,58,1,0,1,8,0
1800,32,Low,Daily wage,12,1,1,0,1,0
1801,44,Low,Self-employed,61,0,1,1,1,0
1802,63,Low,Self-employed,93,1,0,0,5,0
1803,24,Low,Farmer,46,1,0,1,9,0
1804,20,Low,Self-employed,75,0,1,1,0,0
1805,46,Low,Self-employed,2,0,0,1,7,0
1806,61,Low,Salaried,20,1,1,0,0,0
1807,41,Low,Farmer,64,1,0,1,8,0
1808,20,Low,Daily wage,17,0,0,0,3,0
1809,37,Medium,Farmer,12,1,1,1,2,0
1810,63,Medium,Daily wage,70,0,1,1,6,1
1811,32,Medium,Salaried,76,0,1,1,7,1
1812,42,Low,Self-employed,80,0,0,1,4,0
1813,47,Low,Self-employed,95,0,1,0,2,0
1814,31,Low,Farmer,92,0,0,1,3,0
1815,24,Low,Farmer,44,1,0,0,9,0
1816,34,Medium,Farmer,61,1,0,1,5,0
1817,61,Low,Self-employed,29,0,1,1,4,0
1818,37,Low,Self-employed,74,0,0,0,3,0
1819,53,Low,Salaried,13,0,1,0,2,0
1820,26,Low,Daily wage,52,0,0,0,5,0
1821,55,High,Farmer,9,0,0,0,6,0
1822,39,Low,Self-employed,71,0,0,0,1,0
1823,19,Medium,Daily wage,30,1,0,0,5,0
1824,41,Low,Farmer,5,0,0,0,2,0
1825,25,High,Farmer,82,0,1,0,9,1
1826,28,Low,Daily wage,18,1,0,1,7,0
1827,30,Medium,Daily wage,11,1,1,0,1,0
1828,34,Low,Daily wage,63,0,1,1,4,0
1829,25,Medium,Self-employed,81,0,1,0,7,1
1830,38,Low,Salaried,54,0,0,0,8,0
1831,35,Low,Farmer,66,0,1,0,6,0
1832,47,Medium,Farmer,8,0,0,0,8,0
1833,35,High,Daily wage,5,0,0,1,8,0
1834,63,Low,Self-employed,0,1,1,0,7,0
1835,64,Medium,Daily wage,41,0,0,0,6,0
1836,48,Low,Self-employed,92,0,0,0,5,0
1837,55,Medium,Salaried,54,1,0,0,2,0
1838,49,Medium,Farmer,48,0,0,0,7,0
1839,28,Low,Farmer,98,1,0,0,2,0
1840,62,Medium,Self-employed,98,1,1,1,8,1
1841,42,Medium,Salaried,29,1,1,0,8,0
1842,50,Low,Salaried,34,0,0,1,9,0
1843,55,Medium,Farmer,62,1,0,1,9,1
1844,58,Low,Farmer,21,1,1,0,8,0
1845,25,Medium,Daily wage,42,0,1,0,3,0
1846,28,Medium,Self-employed,27,1,1,0,8,0
1847,39,Low,Farmer,17,1,0,1,1,0
1848,41,Medium,Salaried,31,1,1,0,0,0
1849,58,Low,Salaried,68,0,1,1,7,0
1850,34,Low,Farmer,53,1,1,0,5,0
1851,29,Low,Salaried,33,1,0,0,9,0
1852,63,Low,Self-employed,30,0,1,1,8,0
1853,49,Medium,Salaried,96,1,0,0,8,1
1854,32,Low,Salaried,3,0,0,0,2,0
1855,33,Low,Farmer,13,1,0,0,1,0
1856,39,Medium,Self-employed,14,0,0,1,6,0
1857,45,Low,Self-employed,59,0,0,1,4,0
1858,37,Low,Daily wage,19,1,1,1,9,0
1859,50,Low,Self-employed,19,1,0,1,5,0
1860,27,Medium,Daily wage,48,0,0,0,4,0
1861,57,Low,Farmer,98,1,1,1,3,0
1862,49,Low,Salaried,67,0,1,1,0,0
1863,50,Low,Self-employed,17,1,0,0,3,0
1864,19,Medium,Daily wage,23,1,1,1,9,0
1865,50,Low,Self-employed,26,0,1,0,2,0
1866,50,High,Farmer,32,1,0,0,2,0
1867,58,Medium,Daily wage,63,1,0,1,4,0
1868,30,Medium,Daily wage,24,1,1,0,0,0
1869,47,Low,Daily wage,68,1,1,1,5,0
1870,50,Low,Farmer,17,0,0,0,1,0
1871,30,High,Daily wage,44,0,1,1,0,0
1872,43,Low,Salaried,19,0,1,1,7,0
1873,39,Low,Farmer,34,0,0,0,9,0
1874,56,Low,Salaried,5,1,0,1,2,0
1875,19,High,Salaried,90,0,0,1,5,0
1876,55,Medium,Farmer,91,0,1,1,1,0
1877,56,Low,Self-employed,74,0,1,1,4,0
1878,43,Medium,Salaried,8,1,0,0,8,0
1879,63,Low,Farmer,51,1,1,1,6,0
1880,32,Medium,Salaried,27,0,1,0,3,0
1881,51,Low,Daily wage,18,1,0,0,2,0
1882,59,Medium,Salaried,84,1,1,0,8,1
1883,61,Low,Salaried,62,0,0,1,3,0
1884,57,Low,Salaried,94,0,0,0,4,0
1885,28,Low,Daily wage,6,0,1,1,5,0
1886,20,Low,Salaried,36,1,1,0,9,0
1887,23,Medium,Farmer,88,0,1,0,4,0
1888,26,Low,Salaried,91,1,0,1,8,0
1889,23,Low,Farmer,35,1,0,0,0,0
1890,26,Low,Salaried,16,0,1,1,5,0
1891,56,Low,Salaried,89,1,0,1,3,0
1892,48,Low,Salaried,91,1,1,1,3,0
1893,49,Low,Self-employed,36,0,1,0,2,0
1894,58,Low,Self-employed,80,1,1,1,4,0
1895,29,Low,Daily wage,59,1,1,1,7,0
1896,25,Low,Farmer,48,1,0,1,3,0
1897,25,High,Daily wage,80,1,1,0,6,1
1898,45,Medium,Farmer,96,1,0,1,7,1
1899,37,Low,Daily wage,55,1,1,1,4,0
1900,64,Medium,Daily wage,33,0,0,0,9,0
1901,24,Medium,Salaried,86,0,1,0,0,0
1902,28,Low,Salaried,29,0,0,1,7,0
1903,37,Medium,Salaried,26,0,0,1,9,0
1904,33,Low,Salaried,50,1,1,1,2,0
1905,21,Medium,Salaried,8,0,1,1,3,0
1906,23,Low,Daily wage,19,0,0,1,9,0
1907,39,Low,Farmer,86,0,1,0,6,0
1908,43,Low,Self-employed,46,0,0,0,8,0
1909,20,High,Self-employed,18,0,0,1,3,0
1910,58,Medium,Farmer,67,0,0,1,3,0
1911,59,Low,Self-employed,76,0,1,1,5,0
1912,31,Low,Daily wage,11,0,0,1,8,0
1913,28,Low,Farmer,72,0,0,0,3,0
1914,35,Low,Farmer,78,0,0,1,9,0
1915,29,Low,Self-employed,84,0,1,1,7,0
1916,40,Low,Self-employed,78,1,0,0,2,0
1917,29,Medium,Daily wage,4,0,1,1,1,0
1918,30,Medium,Salaried,68,1,0,0,3,0
1919,42,Low,Farmer,24,0,1,1,3,0
1920,62,Low,Salaried,87,0,0,1,6,0
1921,36,High,Self-employed,30,1,1,0,6,0
1922,63,Medium,Farmer,45,1,1,1,8,0
1923,53,Medium,Salaried,33,1,1,1,9,0
1924,62,High,Daily wage,40,1,1,1,1,0
1925,25,Medium,Daily wage,77,1,1,0,3,0
1926,46,Low,Daily wage,90,1,1,0,2,0
1927,49,Low,Farmer,67,1,0,1,2,0
1928,61,High,Farmer,86,0,1,0,6,1
1929,35,Low,Farmer,37,1,0,1,9,0
1930,23,Low,Farmer,45,1,0,0,5,0
1931,35,Low,Farmer,68,1,1,1,2,0
1932,36,Medium,Salaried,26,1,0,0,7,0
1933,39,High,Salaried,42,0,1,1,7,0
1934,54,Low,Daily wage,77,1,0,1,6,0
1935,49,Low,Salaried,70,1,1,0,8,0
1936,58,Medium,Salaried,44,1,0,1,2,0
1937,20,Low,Daily wage,17,1,1,0,4,0
1938,45,Low,Daily wage,31,1,1,0,5,0
1939,27,High,Self-employed,1,0,1,1,8,0
1940,52,Low,Daily wage,40,0,0,1,3,0
1941,46,Low,Salaried,19,0,0,0,4,0
1942,32,Medium,Farmer,92,1,1,1,8,1
1943,50,Low,Daily wage,57,1,1,1,3,0
1944,24,High,Self-employed,89,0,0,1,1,0
1945,29,Low,Salaried,37,0,0,0,8,0
1946,47,Low,Self-employed,0,0,0,0,2,0
1947,38,Low,Self-employed,68,0,0,1,5,0
1948,48,Low,Salaried,53,0,0,0,8,0
1949,41,Medium,Self-employed,13,0,1,0,2,0
1950,37,Medium,Salaried,24,0,1,0,7,0
1951,54,High,Self-employed,8,0,0,1,8,0
1952,21,Low,Farmer,93,0,0,1,2,0
1953,45,Medium,Daily wage,82,0,1,1,2,0
1954,61,Low,Farmer,60,0,1,1,3,0
1955,37,Medium,Farmer,51,1,0,0,0,0
1956,41,Medium,Self-employed,7,0,0,0,1,0
1957,49,Low,Daily wage,15,1,0,1,0,0
1958,58,Low,Daily wage,7,1,1,1,2,0
1959,53,Low,Daily wage,22,1,0,0,5,0
1960,51,Low,Self-employed,72,1,1,1,7,0
1961,53,High,Farmer,95,1,0,1,4,0
1962,19,Low,Salaried,33,0,0,1,7,0
1963,32,Low,Salaried,17,1,1,1,5,0
1964,51,Low,Salaried,43,0,0,1,0,0
1965,53,Medium,Daily wage,14,0,1,1,2,0
1966,23,Low,Salaried,14,0,0,0,1,0
1967,56,Low,Farmer,92,0,1,0,5,0
1968,59,Low,Salaried,22,1,1,1,7,0
1969,29,Medium,Daily wage,86,1,0,1,5,0
1970,20,Low,Daily wage,64,1,0,0,3,0
1971,62,Medium,Salaried,85,0,1,0,3,0
1972,35,Low,Daily wage,70,1,0,1,8,0
1973,57,Low,Salaried,31,0,1,1,0,0
1974,38,Low,Daily wage,91,1,1,1,1,0
1975,32,Low,Self-employed,31,0,0,0,3,0
1976,50,Low,Self-employed,32,0,1,1,2,0
1977,52,Low,Farmer,42,1,0,1,8,0
1978,43,Medium,Self-employed,12,1,0,0,4,0
1979,25,Low,Salaried,91,0,1,0,7,0
1980,53,Low,Daily wage,8,1,1,1,3,0
1981,47,Medium,Farmer,61,0,0,1,3,0
1982,40,Low,Salaried,56,1,1,0,9,0
1983,59,Medium,Salaried,47,0,1,1,2,0
1984,61,Medium,Farmer,42,0,0,1,8,0
1985,31,Low,Farmer,66,0,0,0,9,0
1986,31,Medium,Salaried,80,1,0,1,1,0
1987,19,Low,Daily wage,97,0,1,0,2,0
1988,54,Low,Salaried,31,0,1,1,2,0
1989,22,Low,Daily wage,72,0,0,0,2,0
1990,55,Low,Farmer,59,1,0,0,3,0
1991,62,Low,Salaried,0,1,0,0,4,0
1992,58,Low,Self-employed,56,0,0,0,5,0
1993,64,Low,Salaried,83,1,1,1,4,0
1994,31,Low,Daily wage,68,0,1,0,8,0
1995,56,Low,Salaried,84,0,0,1,6,0
1996,42,Low,Daily wage,68,1,1,0,6,0
1997,37,Low,Self-employed,67,0,1,0,6,0
1998,19,Low,Farmer,60,0,1,0,6,0
1999,56,Low,Self-employed,7,1,0,1,1,0
2000,23,Low,Daily wage,88,0,0,0,7,0
2001,34,Medium,Farmer,6,0,1,1,9,0
2002,42,Medium,Farmer,36,1,0,0,0,0
2003,45,Low,Salaried,41,0,0,1,5,0
2004,19,Medium,Self-employed,31,0,1,1,2,0
2005,52,Low,Daily wage,16,0,1,1,5,0
2006,54,Low,Daily wage,27,0,0,1,5,0
2007,22,High,Farmer,69,1,1,1,7,1
2008,18,Low,Salaried,47,0,1,1,3,0
2009,57,High,Daily wage,53,0,1,0,2,0
2010,29,Low,Salaried,41,1,0,1,1,0
2011,53,Low,Farmer,35,1,1,0,5,0
2012,62,Low,Farmer,65,0,1,0,2,0
2013,40,Low,Farmer,30,1,0,1,3,0
2014,64,Low,Salaried,64,1,0,1,8,0
2015,48,Low,Daily wage,2,0,0,0,6,0
2016,28,Medium,Self-employed,12,0,0,0,0,0
2017,27,Low,Salaried,30,1,1,1,3,0
2018,20,Low,Farmer,28,1,0,0,7,0
2019,31,Low,Self-employed,56,0,0,0,9,0
2020,33,Medium,Self-employed,32,0,0,1,3,0
2021,27,Low,Self-employed,52,1,1,0,0,0
2022,46,Low,Self-employed,9,1,0,1,9,0
2023,27,High,Self-employed,62,0,0,1,1,0
2024,29,Low,Farmer,72,1,1,0,4,0
2025,47,Low,Daily wage,64,1,1,0,5,0
2026,58,Medium,Self-employed,95,1,1,0,0,0
2027,18,Medium,Daily wage,96,0,1,1,4,0
2028,22,Low,Daily wage,1,1,1,0,7,0
2029,37,Low,Salaried,1,1,1,0,7,0
2030,25,Medium,Farmer,68,0,1,1,1,0
2031,60,Low,Self-employed,73,1,0,0,8,0
2032,29,High,Daily wage,36,0,0,0,1,0
2033,18,Low,Salaried,1,0,0,1,3,0
2034,37,Low,Daily wage,60,0,1,1,9,0
2035,45,Low,Self-employed,39,0,1,0,3,0
2036,60,Medium,Farmer,62,1,0,1,3,0
2037,54,Medium,Farmer,24,0,1,0,6,0
2038,64,Medium,Self-employed,37,1,0,1,7,0
2039,54,High,Daily wage,36,0,0,1,7,0
2040,29,Low,Salaried,81,1,0,1,3,0
2041,54,Low,Farmer,26,0,1,0,3,0
2042,61,Medium,Farmer,83,1,0,1,5,0
2043,45,Medium,Daily wage,49,0,1,1,8,0
2044,64,Medium,Daily wage,33,0,0,1,4,0
2045,32,Medium,Daily wage,43,0,0,1,1,0
2046,23,Low,Salaried,71,0,0,0,8,0
2047,61,Low,Daily wage,3,0,1,1,8,0
2048,37,High,Salaried,93,1,0,0,0,0
2049,31,Low,Self-employed,51,0,0,0,8,0
2050,19,Low,Salaried,54,0,1,1,6,0
2051,26,Medium,Daily wage,99,1,0,0,0,0
2052,54,Low,Salaried,72,1,0,1,1,0
2053,37,Medium,Salaried,11,0,0,0,1,0
2054,43,Low,Salaried,13,0,0,1,7,0
2055,46,Medium,Farmer,34,0,1,0,0,0
2056,18,Medium,Daily wage,5,1,0,0,2,0
2057,52,Low,Salaried,46,1,0,1,0,0
2058,23,Low,Daily wage,22,0,1,1,4,0
2059,54,Low,Self-employed,67,0,1,0,3,0
2060,22,Low,Salaried,64,0,0,0,2,0
2061,50,Low,Salaried,58,1,0,1,7,0
2062,31,Low,Self-employed,8,0,0,0,6,0
2063,29,Low,Daily wage,57,0,1,0,3,0
2064,59,Low,Self-employed,47,0,1,0,0,0
2065,37,Low,Self-employed,62,0,1,1,6,0
2066,41,Medium,Self-employed,8,0,0,0,2,0
2067,60,Low,Self-employed,43,0,0,1,4,0
2068,51,Medium,Daily wage,45,0,1,1,7,0
2069,42,Medium,Salaried,14,1,1,0,8,0
2070,46,Medium,Self-employed,87,1,0,1,9,1
2071,56,Medium,Self-employed,52,1,1,1,9,1
2072,48,Low,Farmer,47,1,0,1,6,0
2073,64,Medium,Daily wage,71,1,1,1,5,0
2074,60,Low,Self-employed,91,0,0,1,4,0
2075,40,Medium,Farmer,41,1,1,1,4,0
2076,61,Medium,Self-employed,16,0,0,1,3,0
2077,55,Low,Daily wage,34,1,1,1,6,0
2078,37,Low,Farmer,30,0,1,0,0,0
2079,40,Low,Farmer,3,1,1,1,2,0
2080,62,Medium,Daily wage,47,1,1,0,5,0
2081,33,Low,Farmer,13,0,1,1,9,0
2082,59,Low,Farmer,24,1,1,1,0,0
2083,25,Low,Self-employed,45,0,0,0,6,0
2084,38,Low,Farmer,47,0,1,0,1,0
2085,18,High,Salaried,39,1,0,0,6,0
2086,25,Medium,Daily wage,49,1,1,0,3,0
2087,46,Low,Self-employed,6,1,1,0,8,0
2088,49,Low,Farmer,94,0,0,0,4,0
2089,55,Low,Salaried,59,1,0,1,0,0
2090,22,Low,Self-employed,34,0,0,0,3,0
2091,64,Medium,Daily wage,62,1,1,1,3,0
2092,39,Low,Farmer,19,1,1,0,3,0
2093,64,Low,Daily wage,15,0,0,0,2,0
2094,51,Medium,Daily wage,21,1,0,1,2,0
2095,18,High,Farmer,35,1,0,1,9,0
2096,43,Low,Farmer,18,0,1,0,4,0
2097,60,Low,Self-employed,1,1,0,1,4,0
2098,27,Low,Daily wage,67,0,0,0,1,0
2099,47,Medium,Farmer,97,1,1,0,9,1
2100,35,High,Daily wage,6,1,0,1,9,0
2101,34,Low,Farmer,46,1,1,0,8,0
2102,43,Low,Daily wage,48,1,0,1,2,0
2103,25,Medium,Self-employed,77,0,0,1,3,0
2104,64,Medium,Daily wage,42,0,0,1,1,0
2105,57,High,Farmer,31,1,0,0,7,0
2106,29,Low,Salaried,16,0,0,0,6,0
2107,44,Low,Self-employed,13,1,1,1,2,0
2108,25,Low,Self-employed,80,0,0,0,4,0
2109,42,Low,Salaried,31,1,0,0,0,0
2110,63,Low,Farmer,59,0,0,1,5,0
2111,21,Low,Self-employed,59,0,0,1,9,0
2112,50,Low,Salaried,51,0,1,0,5,0
2113,18,Medium,Salaried,65,0,0,1,4,0
2114,36,Low,Daily wage,3,1,1,0,8,0
2115,48,Medium,Daily wage,93,0,1,0,3,0
2116,33,Low,Farmer,93,0,1,1,1,0
2117,31,Medium,Salaried,62,0,1,1,6,1
2118,22,Low,Daily wage,32,0,0,0,4,0
2119,58,Medium,Farmer,0,0,1,0,6,0
2120,43,Low,Self-employed,96,0,0,0,6,0
2121,45,Low,Daily wage,99,0,1,1,6,0
2122,19,Medium,Farmer,63,1,1,1,2,0
2123,23,Low,Daily wage,94,1,1,1,4,0
2124,26,Low,Self-employed,36,1,1,1,0,0
2125,50,Medium,Self-employed,77,0,1,0,5,0
2126,58,Medium,Daily wage,69,0,0,0,3,0
2127,42,Low,Self-employed,6,1,0,0,1,0
2128,30,Low,Farmer,23,1,0,0,2,0
2129,26,Low,Daily wage,67,1,1,1,2,0
2130,30,Low,Daily wage,54,0,1,1,0,0
2131,48,High,Self-employed,88,1,0,1,6,1
2132,58,Low,Farmer,2,1,1,0,9,0
2133,28,Low,Daily wage,91,0,1,0,2,0
2134,21,High,Daily wage,22,1,1,1,6,0
2135,51,Low,Self-employed,35,1,0,0,9,0
2136,55,Medium,Self-employed,56,0,0,0,9,1
2137,63,Low,Farmer,47,0,1,0,8,0
2138,21,Low,Farmer,12,1,0,0,5,0
2139,55,Low,Self-employed,60,1,1,0,7,0
2140,36,Low,Farmer,85,1,0,1,0,0
2141,23,Low,Salaried,88,1,0,1,7,0
2142,51,Low,Salaried,23,0,0,0,7,0
2143,35,Low,Self-employed,42,0,0,0,2,0
2144,30,Low,Daily wage,32,0,1,0,5,0
2145,58,Low,Self-employed,77,0,0,1,5,0
2146,40,Low,Self-employed,23,0,0,0,6,0
2147,36,Low,Self-employed,21,0,1,0,2,0
2148,62,Medium,Daily wage,51,1,1,0,9,1
2149,28,Low,Salaried,86,1,0,0,0,0
2150,18,Low,Farmer,5,1,1,1,8,0
2151,41,Medium,Salaried,18,0,0,0,5,0
2152,24,Low,Farmer,75,1,0,1,4,0
2153,42,Medium,Farmer,89,0,0,0,1,0
2154,38,Medium,Self-employed,28,0,0,0,3,0
2155,32,Low,Self-employed,63,0,1,0,4,0
2156,18,Low,Farmer,13,0,1,0,9,0
2157,29,High,Daily wage,80,0,0,0,3,0
2158,24,Low,Daily wage,29,1,1,0,9,0
2159,32,Medium,Daily wage,70,0,1,1,3,0
2160,38,Low,Daily wage,20,1,0,0,5,0
2161,36,Low,Self-employed,64,0,0,1,3,0
2162,46,Low,Salaried,3,1,0,1,8,0
2163,42,Low,Salaried,45,1,0,0,1,0
2164,50,Low,Farmer,7,1,1,1,4,0
2165,49,Medium,Daily wage,17,1,0,0,2,0
2166,52,High,Self-employed,59,1,0,0,7,1
2167,61,Medium,Self-employed,44,0,1,0,2,0
2168,55,Low,Self-employed,71,1,0,0,7,0
2169,43,Medium,Farmer,94,0,0,1,7,1
2170,28,Medium,Self-employed,30,1,1,1,1,0
2171,52,High,Farmer,27,0,1,0,9,0
2172,25,Low,Farmer,63,0,0,1,6,0
2173,63,Medium,Farmer,36,0,0,0,5,0
2174,31,Low,Farmer,66,1,1,0,0,0
2175,27,Low,Self-employed,78,0,0,1,1,0
2176,19,High,Self-employed,67,1,1,0,3,0
2177,63,Low,Salaried,34,0,1,1,1,0
2178,26,Low,Self-employed,97,1,0,1,4,0
2179,20,Medium,Daily wage,35,0,1,0,2,0
2180,38,Low,Daily wage,56,1,0,1,5,0
2181,43,Medium,Farmer,69,0,1,1,8,1
2182,25,Medium,Farmer,3,0,1,0,9,0
2183,19,Low,Farmer,48,0,0,1,6,0
2184,23,Low,Salaried,93,1,0,1,4,0
2185,45,Medium,Farmer,38,0,1,1,0,0
2186,46,Low,Salaried,17,0,0,1,0,0
2187,43,High,Farmer,59,0,1,0,0,0
2188,42,Medium,Daily wage,85,0,0,0,2,0
2189,29,Low,Farmer,9,1,0,1,6,0
2190,22,Low,Self-employed,92,1,0,1,8,0
2191,51,High,Farmer,22,1,0,0,5,0
2192,54,Low,Self-employed,67,0,1,0,6,0
2193,32,Low,Self-employed,58,1,0,1,2,0
2194,61,Medium,Self-employed,82,0,0,1,7,1
2195,53,Medium,Self-employed,89,0,0,0,9,1
2196,32,Medium,Salaried,6,0,0,1,5,0
2197,60,Low,Salaried,12,1,0,1,2,0
2198,40,Medium,Farmer,2,0,0,1,1,0
2199,23,Medium,Farmer,39,1,0,1,8,0
2200,63,Medium,Salaried,10,0,1,0,6,0
2201,61,High,Farmer,79,1,1,0,9,1
2202,60,Low,Farmer,83,1,0,0,9,0
2203,62,Medium,Salaried,50,1,1,0,8,0
2204,38,High,Salaried,86,0,0,0,3,0
2205,40,Low,Farmer,22,1,1,0,3,0
2206,60,Low,Salaried,31,1,0,0,5,0
2207,33,Medium,Daily wage,40,0,0,0,1,0
2208,64,Low,Self-employed,41,1,0,0,9,0
2209,32,Low,Self-employed,37,1,1,1,0,0
2210,42,Low,Daily wage,66,1,0,0,9,0
2211,53,Low,Daily wage,71,0,0,1,2,0
2212,28,Low,Farmer,77,1,0,1,4,0
2213,32,Low,Farmer,71,1,0,1,1,0
2214,21,High,Self-employed,74,1,0,0,8,1
2215,38,Medium,Farmer,41,0,1,1,0,0
2216,30,Medium,Self-employed,42,1,1,0,2,0
2217,39,Low,Farmer,32,1,1,0,4,0
2218,36,Medium,Farmer,78,0,0,0,0,0
2219,51,Medium,Self-employed,36,1,0,1,3,0
2220,31,Medium,Daily wage,77,1,0,1,9,1
2221,21,Low,Daily wage,89,1,1,0,0,0
2222,63,Low,Farmer,56,0,0,1,6,0
2223,44,Medium,Daily wage,63,1,1,0,0,0
2224,46,Medium,Farmer,63,0,0,1,2,0
2225,64,Medium,Salaried,59,1,0,1,3,0
2226,45,Low,Salaried,51,1,1,1,3,0
2227,52,Low,Salaried,71,0,0,0,6,0
2228,25,Medium,Daily wage,67,1,0,1,4,0
2229,33,Low,Daily wage,99,1,1,0,7,0
2230,59,Medium,Self-employed,81,0,1,1,2,0
2231,53,High,Daily wage,26,0,1,1,7,0
2232,47,Medium,Farmer,58,0,0,0,8,1
2233,35,Low,Self-employed,18,1,0,1,8,0
2234,19,Low,Daily wage,2,0,1,0,8,0
2235,30,Medium,Self-employed,72,1,1,0,0,0
2236,21,Medium,Daily wage,38,0,0,1,8,0
2237,43,Low,Farmer,65,0,0,0,7,0
2238,42,Low,Salaried,72,0,0,1,1,0
2239,47,Low,Salaried,55,1,0,0,2,0
2240,28,Medium,Farmer,5,1,0,0,6,0
2241,24,Medium,Self-employed,27,1,1,1,2,0
2242,48,High,Salaried,47,0,0,0,1,0
2243,61,Low,Daily wage,97,1,0,0,3,0
2244,27,Medium,Daily wage,92,1,1,0,8,1
2245,56,Low,Self-employed,47,0,1,0,1,0
2246,30,Low,Self-employed,66,1,0,1,0,0
2247,48,Medium,Farmer,53,0,0,1,9,1
2248,24,Low,Salaried,15,0,0,1,6,0
2249,59,Low,Self-employed,34,1,1,0,0,0
2250,59,Medium,Salaried,74,0,0,0,5,0
2251,53,Low,Salaried,86,1,0,1,4,0
2252,37,Low,Daily wage,29,0,0,1,7,0
2253,21,Low,Self-employed,47,1,1,1,2,0
2254,24,Low,Farmer,68,1,0,0,2,0
2255,18,High,Self-employed,7,1,0,1,0,0
2256,61,Low,Salaried,50,0,0,0,3,0
2257,62,Medium,Daily wage,9,1,0,0,9,0
2258,59,Low,Self-employed,27,0,1,1,9,0
2259,64,Low,Self-employed,35,1,0,0,5,0
2260,30,Low,Self-employed,59,1,1,1,4,0
2261,39,Medium,Farmer,9,0,1,1,6,0
2262,38,Low,Farmer,13,1,1,0,9,0
2263,39,Medium,Farmer,62,1,0,0,0,0
2264,45,Low,Farmer,46,0,0,1,2,0
2265,26,High,Daily wage,68,1,0,1,3,0
2266,43,Medium,Daily wage,55,1,1,1,5,0
2267,26,Medium,Farmer,5,0,0,1,3,0
2268,32,Medium,Salaried,93,1,1,1,6,1
2269,27,Medium,Farmer,18,1,1,1,9,0
2270,41,Medium,Farmer,51,0,1,0,9,1
2271,59,Low,Salaried,61,0,0,0,2,0
2272,25,Low,Self-employed,48,1,0,0,7,0
2273,41,Medium,Salaried,77,0,1,1,6,1
2274,33,Low,Salaried,10,1,1,0,2,0
2275,43,Low,Daily wage,45,0,1,1,8,0
2276,44,Low,Self-employed,68,1,0,1,9,0
2277,54,Low,Salaried,44,0,1,0,4,0
2278,21,Medium,Farmer,94,1,0,0,1,0
2279,41,Low,Salaried,57,1,0,1,8,0
2280,36,High,Daily wage,31,1,1,0,7,0
2281,53,High,Salaried,87,0,0,1,7,1
2282,56,High,Farmer,9,0,0,0,0,0
2283,27,Low,Self-employed,12,1,1,0,3,0
2284,42,Low,Daily wage,12,0,0,0,6,0
2285,35,High,Self-employed,35,0,0,0,5,0
2286,36,High,Daily wage,85,0,0,0,8,1
2287,53,Medium,Farmer,72,0,0,0,7,1
2288,27,Low,Daily wage,18,0,0,0,8,0
2289,50,Low,Self-employed,6,0,0,1,3,0
2290,22,Medium,Self-employed,14,1,0,0,7,0
2291,64,Low,Salaried,80,1,1,1,5,0
2292,52,Medium,Self-employed,45,0,1,1,8,0
2293,61,Medium,Salaried,77,0,0,0,9,1
2294,51,Medium,Self-employed,47,0,0,1,0,0
2295,50,Low,Salaried,65,1,1,0,5,0
2296,38,Low,Farmer,77,1,0,0,9,0
2297,34,High,Salaried,3,0,0,0,9,0
2298,39,Medium,Self-employed,2,1,0,1,1,0
2299,54,Medium,Farmer,2,1,0,0,2,0
2300,32,Medium,Daily wage,74,1,1,1,8,1
2301,52,Medium,Self-employed,68,1,1,1,4,0
2302,45,Medium,Salaried,92,1,0,0,4,0
2303,24,Low,Daily wage,27,1,1,0,0,0
2304,49,Low,Salaried,22,0,0,0,9,0
2305,28,Low,Daily wage,29,1,1,1,1,0
2306,27,Low,Farmer,61,0,0,1,8,0
2307,26,Low,Self-employed,86,0,1,0,6,0
2308,31,Low,Farmer,50,1,0,1,3,0
2309,30,Medium,Self-employed,40,1,0,0,6,0
2310,42,Low,Daily wage,85,0,1,0,9,0
2311,19,Low,Farmer,63,1,1,1,1,0
2312,52,Low,Self-employed,42,0,0,1,4,0
2313,24,Medium,Daily wage,75,0,1,1,8,1
2314,38,Low,Farmer,90,1,1,0,1,0
2315,35,Low,Farmer,57,1,0,1,2,0
2316,20,Low,Farmer,58,1,1,1,4,0
2317,59,Medium,Farmer,39,0,0,0,4,0
